customer_id,customer_segment
C016024,Corporate
C009742,Corporate
C005987,Consumer
C015316,Corporate
C000667,Consumer
C015027,Consumer
C010772,Consumer
C019636,Consumer
C008111,Home Office
C005152,Home Office
C021566,Consumer
C001250,Corporate
C016634,Corporate
C018899,Consumer
C024833,Consumer
C005561,Consumer
C014097,Home Office
C008376,Corporate
C003355,Consumer
C008821,Corporate
C004443,Consumer
C014541,Consumer
C017718,Corporate
C006472,Corporate
C011280,Consumer
C024380,Corporate
C001665,Corporate
C023701,Corporate
C016819,Corporate
C022358,Consumer
C014124,Corporate
C021491,Corporate
C006280,Corporate
C004796,Consumer
C008412,Corporate
C011825,Consumer
C010511,Consumer
C005119,Consumer
C021425,Consumer
C012402,Consumer
C019967,Consumer
C004866,Corporate
C014062,Corporate
C008233,Consumer
C007609,Consumer
C001206,Consumer
C000306,Corporate
C011821,Consumer
C007800,Corporate
C006948,Corporate
C021978,Consumer
C006870,Corporate
C012513,Home Office
C002064,Corporate
C015055,Consumer
C014220,Consumer
C002155,Consumer
C016724,Home Office
C006845,Corporate
C008962,Consumer
C012046,Corporate
C014205,Home Office
C005922,Home Office
C023419,Corporate
C011270,Consumer
C001249,Consumer
C011201,Corporate
C005764,Corporate
C018097,Consumer
C016043,Home Office
C004247,Consumer
C013576,Consumer
C008735,Consumer
C008025,Consumer
C002287,Home Office
C015047,Consumer
C020740,Consumer
C014021,Home Office
C015392,Home Office
C017036,Consumer
C014935,Home Office
C000975,Consumer
C002416,Corporate
C021170,Consumer
C022383,Corporate
C018732,Consumer
C012615,Consumer
C014915,Consumer
C022361,Consumer
C005262,Corporate
C023264,Corporate
C012826,Consumer
C013138,Corporate
C011266,Corporate
C008692,Corporate
C024914,Consumer
C001880,Consumer
C022823,Consumer
C020202,Consumer
C022570,Consumer
C004706,Consumer
C007137,Consumer
C007298,Consumer
C003799,Consumer
C000135,Home Office
C011118,Consumer
C008697,Corporate
C008305,Home Office
C009944,Consumer
C008793,Consumer
C008920,Corporate
C008671,Consumer
C016003,Consumer
C020780,Corporate
C018435,Home Office
C008901,Consumer
C015748,Corporate
C019215,Consumer
C003003,Corporate
C017485,Consumer
C013832,Home Office
C005907,Consumer
C015809,Corporate
C013437,Consumer
C012732,Corporate
C001644,Consumer
C022703,Consumer
C006450,Corporate
C012011,Consumer
C019063,Corporate
C008123,Corporate
C022529,Corporate
C019319,Consumer
C009915,Corporate
C017839,Corporate
C018116,Consumer
C017192,Consumer
C021982,Corporate
C022839,Consumer
C018068,Corporate
C007804,Consumer
C015768,Consumer
C014496,Corporate
C020732,Consumer
C000996,Consumer
C009433,Consumer
C023698,Consumer
C003296,Home Office
C010868,Corporate
C010477,Consumer
C005699,Consumer
C015352,Consumer
C018977,Consumer
C000583,Consumer
C012171,Consumer
C007247,Consumer
C011045,Consumer
C002001,Consumer
C017314,Consumer
C000891,Consumer
C010597,Consumer
C000365,Corporate
C016198,Consumer
C008761,Consumer
C005287,Home Office
C019629,Consumer
C020355,Corporate
C014927,Corporate
C024555,Consumer
C000904,Consumer
C013519,Corporate
C004630,Consumer
C007182,Corporate
C006518,Consumer
C004596,Consumer
C007240,Corporate
C003147,Home Office
C024185,Corporate
C021375,Corporate
C013237,Consumer
C006305,Corporate
C015574,Consumer
C004555,Corporate
C004199,Consumer
C023934,Consumer
C006642,Home Office
C006913,Home Office
C006192,Consumer
C003011,Consumer
C002086,Consumer
C020953,Consumer
C001321,Consumer
C006732,Consumer
C012923,Consumer
C010594,Consumer
C015628,Home Office
C024421,Consumer
C019384,Corporate
C023812,Consumer
C018479,Consumer
C006874,Consumer
C023863,Consumer
C006656,Consumer
C018015,Corporate
C022906,Consumer
C014564,Consumer
C006933,Corporate
C010931,Corporate
C009455,Consumer
C018896,Home Office
C001976,Corporate
C021844,Consumer
C015068,Consumer
C004267,Corporate
C003594,Consumer
C021591,Corporate
C004661,Corporate
C017359,Consumer
C013595,Consumer
C005137,Consumer
C003130,Consumer
C009835,Consumer
C000172,Corporate
C000715,Consumer
C017521,Consumer
C007046,Consumer
C009205,Home Office
C011780,Consumer
C024004,Consumer
C015466,Home Office
C024047,Corporate
C019923,Corporate
C006931,Consumer
C007015,Corporate
C012477,Home Office
C005634,Home Office
C010338,Consumer
C024967,Consumer
C007975,Consumer
C019414,Corporate
C003985,Corporate
C020650,Corporate
C019469,Home Office
C020964,Corporate
C007404,Corporate
C019269,Corporate
C019524,Corporate
C017157,Corporate
C001900,Consumer
C008719,Consumer
C020354,Consumer
C002615,Corporate
C024037,Consumer
C020945,Corporate
C010724,Consumer
C020041,Corporate
C016031,Corporate
C022955,Corporate
C009540,Home Office
C017579,Consumer
C011620,Consumer
C004426,Corporate
C012334,Corporate
C016223,Home Office
C014842,Consumer
C015636,Corporate
C010060,Home Office
C017055,Consumer
C021715,Consumer
C004965,Consumer
C003072,Home Office
C022455,Corporate
C005402,Consumer
C021414,Consumer
C013013,Consumer
C005382,Corporate
C023374,Consumer
C023117,Corporate
C023223,Home Office
C007918,Corporate
C008214,Consumer
C007520,Consumer
C021330,Consumer
C003021,Consumer
C013077,Corporate
C007602,Consumer
C013490,Consumer
C011946,Corporate
C020365,Consumer
C018285,Consumer
C009514,Consumer
C020419,Consumer
C003192,Consumer
C007847,Consumer
C012635,Consumer
C005785,Home Office
C002774,Consumer
C013072,Home Office
C011862,Consumer
C023021,Consumer
C013709,Corporate
C008636,Consumer
C018331,Corporate
C022201,Consumer
C000158,Corporate
C002722,Corporate
C011679,Consumer
C014563,Consumer
C006813,Corporate
C018308,Corporate
C009813,Corporate
C022828,Corporate
C014784,Corporate
C003009,Consumer
C008709,Corporate
C023495,Consumer
C020214,Corporate
C023137,Consumer
C001263,Consumer
C003730,Home Office
C009187,Consumer
C021542,Home Office
C024583,Home Office
C020684,Consumer
C013068,Consumer
C016018,Consumer
C018152,Consumer
C022224,Consumer
C015129,Consumer
C002626,Consumer
C022288,Consumer
C014986,Consumer
C005779,Corporate
C016772,Consumer
C022221,Consumer
C009199,Consumer
C003284,Consumer
C014040,Consumer
C023719,Consumer
C017426,Home Office
C020822,Consumer
C001797,Home Office
C015200,Corporate
C019368,Consumer
C018547,Corporate
C008074,Corporate
C023092,Consumer
C022635,Corporate
C008195,Consumer
C009506,Consumer
C018010,Corporate
C023258,Consumer
C020838,Consumer
C014817,Corporate
C021105,Home Office
C010583,Consumer
C021463,Consumer
C008239,Home Office
C010861,Consumer
C020595,Consumer
C005736,Consumer
C016354,Home Office
C002723,Home Office
C012148,Consumer
C002261,Corporate
C003706,Consumer
C000603,Corporate
C006572,Consumer
C007782,Consumer
C020617,Consumer
C021189,Corporate
C018359,Corporate
C024725,Consumer
C003810,Corporate
C000592,Consumer
C009384,Consumer
C007516,Consumer
C006634,Corporate
C009069,Consumer
C010073,Consumer
C000528,Corporate
C009631,Consumer
C014345,Consumer
C017966,Consumer
C001417,Consumer
C018541,Consumer
C022971,Home Office
C019929,Consumer
C019494,Corporate
C016059,Consumer
C015531,Consumer
C003321,Corporate
C019911,Home Office
C001532,Consumer
C021001,Consumer
C021493,Consumer
C004198,Consumer
C015947,Corporate
C007162,Consumer
C004250,Home Office
C010866,Consumer
C010541,Corporate
C011167,Corporate
C012019,Consumer
C001535,Consumer
C000931,Home Office
C008422,Corporate
C000259,Consumer
C012240,Consumer
C020442,Consumer
C004526,Consumer
C020928,Corporate
C013325,Consumer
C017212,Consumer
C024771,Home Office
C008402,Corporate
C015403,Consumer
C004677,Corporate
C017133,Corporate
C014963,Consumer
C012716,Corporate
C002601,Corporate
C002555,Corporate
C014776,Consumer
C003429,Home Office
C020403,Home Office
C013637,Corporate
C003692,Corporate
C019922,Consumer
C009644,Consumer
C004112,Consumer
C019195,Corporate
C024313,Consumer
C000888,Corporate
C002192,Consumer
C000850,Consumer
C000178,Corporate
C003867,Consumer
C012714,Consumer
C000879,Consumer
C018921,Consumer
C024472,Consumer
C010872,Consumer
C008166,Corporate
C006188,Consumer
C008282,Corporate
C018880,Consumer
C017753,Corporate
C017187,Consumer
C006826,Corporate
C016327,Consumer
C008557,Consumer
C022991,Consumer
C014322,Home Office
C024986,Consumer
C010013,Consumer
C019659,Corporate
C021716,Consumer
C024207,Consumer
C011333,Consumer
C021074,Consumer
C020951,Consumer
C015910,Consumer
C015005,Consumer
C004445,Home Office
C007155,Consumer
C003207,Consumer
C024929,Consumer
C023763,Home Office
C017100,Consumer
C000720,Consumer
C005555,Consumer
C005945,Consumer
C021094,Consumer
C008416,Consumer
C008280,Consumer
C024613,Consumer
C011198,Consumer
C009162,Consumer
C013640,Home Office
C021362,Consumer
C011212,Consumer
C023731,Home Office
C010513,Consumer
C014675,Corporate
C004287,Consumer
C009313,Consumer
C001079,Corporate
C024892,Consumer
C016203,Consumer
C002995,Consumer
C003246,Corporate
C006077,Home Office
C019232,Corporate
C020235,Corporate
C018805,Consumer
C021047,Consumer
C014492,Consumer
C006533,Consumer
C004145,Consumer
C016866,Consumer
C011889,Consumer
C018502,Corporate
C002241,Consumer
C008810,Consumer
C023254,Consumer
C021524,Consumer
C014213,Consumer
C002685,Consumer
C001926,Home Office
C001267,Consumer
C006015,Consumer
C014625,Consumer
C010709,Consumer
C022969,Corporate
C013402,Consumer
C000095,Home Office
C022042,Corporate
C006354,Corporate
C015391,Corporate
C006167,Consumer
C023307,Consumer
C006821,Consumer
C019479,Home Office
C011797,Consumer
C000062,Consumer
C018418,Home Office
C005320,Consumer
C000755,Consumer
C014022,Consumer
C006789,Consumer
C003834,Corporate
C015186,Corporate
C007145,Corporate
C008146,Consumer
C006156,Corporate
C005636,Consumer
C005639,Consumer
C009807,Consumer
C013234,Consumer
C004502,Consumer
C022557,Consumer
C017193,Home Office
C011587,Corporate
C018339,Consumer
C013596,Consumer
C007605,Consumer
C007095,Consumer
C010774,Corporate
C019350,Consumer
C021271,Home Office
C007870,Consumer
C006311,Corporate
C004010,Consumer
C021509,Corporate
C022090,Consumer
C005747,Consumer
C005014,Corporate
C021633,Consumer
C009504,Consumer
C012688,Home Office
C008138,Consumer
C014446,Consumer
C012081,Corporate
C019312,Consumer
C024002,Consumer
C007387,Corporate
C001781,Consumer
C004431,Consumer
C010625,Consumer
C016612,Consumer
C017775,Corporate
C011832,Consumer
C007231,Consumer
C023666,Corporate
C014479,Consumer
C001597,Corporate
C004506,Consumer
C018382,Consumer
C017755,Consumer
C002158,Corporate
C006428,Corporate
C020422,Consumer
C009718,Corporate
C011132,Corporate
C020451,Home Office
C003380,Consumer
C014141,Consumer
C010592,Consumer
C017726,Consumer
C008499,Consumer
C010606,Corporate
C022146,Home Office
C021076,Consumer
C007225,Corporate
C022786,Consumer
C024659,Home Office
C019537,Consumer
C019236,Corporate
C007490,Consumer
C024563,Consumer
C005016,Consumer
C023158,Consumer
C020361,Consumer
C016582,Consumer
C013153,Consumer
C024488,Home Office
C013676,Home Office
C004517,Home Office
C000749,Corporate
C010399,Corporate
C007457,Consumer
C023396,Consumer
C004101,Consumer
C004895,Consumer
C005581,Corporate
C023846,Consumer
C016864,Consumer
C001842,Corporate
C013772,Consumer
C023024,Consumer
C004804,Corporate
C013665,Corporate
C008467,Consumer
C017398,Consumer
C019059,Consumer
C023737,Corporate
C005435,Corporate
C012338,Consumer
C008541,Corporate
C000637,Consumer
C020535,Consumer
C022939,Consumer
C012519,Corporate
C017237,Corporate
C004307,Consumer
C018075,Consumer
C019251,Corporate
C010736,Corporate
C006449,Corporate
C000761,Consumer
C017206,Home Office
C014319,Home Office
C007324,Consumer
C007980,Consumer
C021776,Consumer
C008837,Consumer
C020328,Consumer
C022575,Corporate
C018601,Consumer
C009689,Consumer
C022116,Home Office
C001412,Home Office
C011262,Consumer
C014194,Consumer
C007763,Consumer
C022329,Consumer
C006945,Corporate
C006557,Consumer
C011717,Corporate
C000981,Consumer
C011497,Corporate
C001626,Corporate
C012953,Consumer
C017226,Corporate
C014837,Consumer
C005410,Consumer
C014881,Consumer
C009590,Consumer
C024841,Consumer
C014900,Consumer
C018224,Consumer
C011326,Corporate
C024567,Consumer
C015137,Consumer
C009585,Consumer
C004398,Consumer
C009998,Consumer
C003461,Consumer
C003454,Home Office
C004871,Home Office
C017201,Home Office
C013282,Consumer
C017613,Corporate
C019697,Consumer
C017523,Corporate
C004047,Consumer
C014108,Corporate
C008309,Consumer
C023127,Corporate
C019514,Consumer
C005295,Consumer
C019543,Corporate
C009088,Consumer
C022881,Consumer
C018275,Corporate
C000769,Corporate
C005497,Consumer
C015002,Corporate
C007372,Consumer
C005524,Corporate
C021666,Corporate
C010750,Home Office
C006743,Home Office
C002419,Consumer
C010225,Consumer
C023604,Consumer
C021786,Consumer
C024101,Consumer
C009710,Consumer
C023107,Consumer
C004160,Consumer
C023593,Consumer
C011622,Consumer
C019155,Consumer
C016389,Consumer
C022152,Consumer
C009400,Consumer
C006360,Consumer
C009539,Consumer
C002356,Home Office
C015928,Consumer
C020006,Corporate
C014466,Corporate
C012654,Consumer
C000911,Corporate
C000391,Consumer
C009538,Home Office
C005081,Consumer
C023635,Corporate
C020132,Consumer
C005967,Consumer
C003439,Consumer
C011775,Corporate
C000544,Consumer
C012414,Consumer
C013734,Corporate
C012357,Consumer
C013549,Consumer
C014034,Home Office
C001899,Consumer
C016523,Consumer
C005944,Consumer
C016662,Consumer
C006500,Home Office
C015338,Consumer
C010683,Corporate
C011338,Corporate
C022337,Consumer
C011534,Corporate
C024404,Consumer
C021788,Consumer
C003320,Corporate
C022921,Consumer
C024197,Corporate
C006413,Consumer
C003942,Consumer
C018261,Consumer
C021088,Corporate
C011633,Corporate
C024126,Corporate
C009146,Consumer
C021141,Consumer
C016552,Corporate
C021606,Home Office
C013241,Consumer
C002383,Corporate
C009163,Consumer
C012091,Consumer
C005405,Consumer
C012044,Consumer
C009215,Consumer
C010120,Home Office
C018729,Consumer
C019094,Corporate
C023006,Corporate
C019047,Home Office
C012470,Consumer
C018540,Corporate
C020580,Consumer
C008017,Consumer
C005824,Corporate
C014660,Corporate
C009638,Corporate
C001767,Consumer
C004579,Corporate
C023150,Corporate
C023842,Corporate
C009600,Corporate
C021387,Corporate
C001613,Consumer
C012481,Consumer
C004857,Consumer
C018102,Corporate
C002007,Consumer
C024085,Consumer
C001731,Consumer
C000964,Home Office
C010393,Corporate
C020317,Consumer
C010283,Consumer
C009502,Consumer
C019277,Consumer
C019994,Consumer
C023293,Consumer
C005171,Consumer
C020188,Consumer
C008909,Home Office
C008101,Consumer
C020556,Consumer
C015790,Consumer
C024532,Consumer
C018286,Consumer
C015091,Corporate
C019395,Corporate
C022111,Consumer
C011498,Consumer
C024390,Corporate
C000539,Home Office
C004228,Home Office
C000558,Consumer
C015967,Corporate
C014384,Consumer
C004180,Corporate
C019130,Consumer
C015977,Corporate
C003233,Consumer
C000290,Corporate
C014885,Corporate
C021069,Consumer
C018812,Consumer
C002671,Consumer
C018415,Consumer
C021587,Consumer
C004807,Corporate
C017369,Consumer
C002461,Consumer
C003175,Consumer
C004600,Consumer
C021404,Consumer
C021228,Consumer
C010155,Consumer
C012514,Consumer
C024402,Consumer
C022326,Consumer
C001639,Consumer
C004820,Corporate
C002819,Corporate
C022374,Consumer
C020425,Consumer
C011934,Corporate
C011953,Consumer
C009924,Consumer
C000163,Corporate
C022842,Consumer
C001452,Consumer
C008349,Corporate
C002938,Corporate
C006423,Corporate
C013949,Corporate
C009042,Consumer
C016036,Consumer
C011901,Corporate
C024394,Consumer
C016731,Consumer
C006253,Consumer
C019734,Consumer
C016159,Home Office
C016643,Consumer
C023078,Home Office
C001671,Consumer
C006271,Consumer
C007413,Consumer
C017365,Consumer
C002094,Consumer
C015571,Consumer
C005340,Consumer
C002944,Corporate
C019270,Consumer
C021502,Corporate
C002836,Consumer
C010985,Corporate
C000249,Consumer
C020523,Consumer
C021121,Consumer
C012545,Consumer
C022516,Home Office
C014619,Consumer
C009458,Corporate
C015325,Consumer
C004280,Consumer
C009782,Consumer
C010167,Consumer
C008298,Consumer
C018822,Consumer
C015836,Consumer
C021226,Home Office
C018135,Consumer
C009783,Consumer
C015913,Consumer
C006754,Corporate
C000133,Corporate
C001363,Corporate
C008777,Corporate
C012060,Consumer
C016995,Consumer
C014703,Corporate
C008198,Consumer
C004802,Corporate
C016655,Consumer
C008670,Consumer
C023086,Consumer
C020832,Consumer
C016483,Corporate
C011793,Consumer
C016146,Corporate
C019906,Consumer
C013355,Consumer
C023608,Corporate
C023773,Consumer
C008567,Corporate
C009723,Consumer
C022952,Consumer
C019862,Consumer
C003624,Corporate
C023382,Consumer
C010242,Consumer
C013938,Consumer
C002816,Corporate
C013612,Consumer
C009662,Consumer
C015553,Corporate
C019263,Corporate
C011599,Consumer
C012443,Home Office
C024023,Consumer
C006888,Corporate
C002136,Consumer
C016249,Corporate
C004320,Home Office
C016777,Corporate
C000116,Consumer
C008386,Consumer
C023614,Corporate
C009173,Consumer
C015139,Corporate
C007813,Consumer
C024046,Corporate
C011032,Corporate
C003907,Corporate
C011964,Corporate
C019797,Consumer
C012649,Consumer
C023562,Consumer
C003687,Consumer
C021188,Corporate
C014316,Corporate
C008877,Consumer
C002913,Consumer
C000155,Consumer
C008979,Consumer
C015258,Consumer
C011244,Consumer
C004684,Corporate
C004953,Consumer
C015817,Home Office
C006279,Corporate
C013480,Corporate
C023066,Consumer
C013704,Consumer
C017376,Corporate
C006425,Consumer
C005814,Corporate
C013917,Consumer
C023895,Corporate
C004901,Consumer
C017788,Consumer
C007031,Consumer
C016424,Consumer
C024315,Home Office
C011171,Consumer
C019255,Consumer
C016776,Corporate
C001675,Home Office
C008496,Consumer
C024846,Corporate
C019600,Consumer
C013820,Corporate
C023901,Consumer
C012006,Consumer
C019609,Consumer
C017006,Consumer
C020339,Consumer
C012298,Consumer
C007320,Consumer
C019473,Consumer
C014181,Consumer
C009298,Corporate
C017380,Consumer
C012889,Consumer
C008086,Corporate
C014332,Corporate
C008180,Corporate
C006145,Consumer
C013189,Corporate
C000173,Consumer
C005270,Corporate
C003998,Corporate
C023370,Corporate
C003145,Consumer
C008207,Corporate
C022336,Consumer
C015789,Consumer
C018335,Consumer
C007399,Consumer
C004975,Consumer
C018297,Consumer
C016313,Consumer
C018020,Consumer
C016827,Consumer
C018746,Corporate
C011724,Corporate
C018215,Consumer
C014730,Consumer
C004649,Home Office
C002023,Consumer
C022405,Consumer
C021561,Home Office
C001565,Consumer
C011782,Home Office
C020665,Corporate
C001523,Corporate
C016550,Consumer
C022156,Consumer
C007195,Home Office
C020018,Consumer
C009734,Consumer
C024820,Corporate
C024941,Corporate
C023579,Corporate
C024075,Home Office
C021394,Consumer
C019264,Corporate
C003741,Home Office
C005226,Consumer
C017286,Consumer
C024783,Consumer
C020203,Consumer
C015206,Corporate
C012508,Consumer
C018110,Home Office
C021752,Corporate
C013740,Corporate
C023193,Consumer
C016626,Consumer
C000378,Consumer
C023975,Corporate
C023851,Consumer
C010992,Consumer
C009296,Corporate
C008788,Consumer
C020351,Consumer
C017760,Corporate
C021280,Consumer
C002437,Corporate
C011134,Consumer
C008338,Consumer
C006047,Consumer
C003070,Home Office
C002700,Corporate
C013244,Corporate
C009973,Corporate
C013255,Consumer
C020692,Consumer
C016968,Corporate
C004896,Consumer
C011675,Consumer
C003052,Corporate
C021525,Consumer
C014159,Corporate
C017729,Home Office
C012140,Consumer
C001446,Home Office
C016442,Corporate
C018655,Consumer
C024625,Consumer
C022233,Corporate
C015591,Corporate
C002512,Consumer
C010220,Corporate
C023845,Home Office
C013038,Consumer
C017840,Consumer
C012713,Consumer
C017483,Consumer
C000862,Consumer
C000671,Consumer
C024174,Corporate
C019942,Corporate
C014366,Consumer
C013841,Corporate
C011053,Consumer
C000873,Corporate
C009882,Corporate
C016807,Consumer
C015248,Consumer
C004183,Consumer
C010028,Corporate
C005902,Corporate
C018400,Corporate
C011265,Consumer
C004632,Consumer
C004319,Consumer
C001846,Corporate
C005854,Consumer
C014244,Consumer
C005887,Consumer
C018412,Consumer
C020644,Home Office
C007761,Consumer
C002683,Consumer
C021249,Consumer
C007866,Consumer
C004970,Consumer
C024775,Consumer
C014723,Corporate
C020014,Consumer
C009081,Consumer
C000459,Consumer
C001702,Consumer
C008755,Consumer
C008161,Corporate
C014187,Consumer
C003760,Consumer
C020787,Consumer
C013028,Consumer
C008319,Consumer
C011446,Corporate
C021058,Consumer
C021963,Consumer
C022477,Home Office
C004537,Consumer
C007094,Corporate
C014161,Corporate
C006527,Corporate
C023581,Consumer
C001557,Home Office
C019844,Consumer
C014126,Consumer
C014465,Corporate
C008512,Consumer
C001783,Consumer
C008536,Consumer
C019720,Consumer
C012498,Consumer
C012491,Consumer
C024363,Consumer
C009349,Corporate
C012177,Corporate
C001754,Corporate
C022858,Corporate
C014150,Consumer
C003223,Consumer
C005671,Consumer
C019346,Corporate
C017612,Corporate
C002066,Corporate
C023143,Consumer
C000882,Consumer
C023345,Consumer
C013603,Consumer
C023939,Home Office
C015844,Consumer
C005404,Home Office
C023198,Corporate
C003115,Consumer
C004872,Corporate
C000085,Consumer
C006244,Consumer
C010818,Consumer
C020457,Consumer
C024384,Consumer
C014589,Corporate
C000990,Corporate
C014363,Corporate
C011061,Home Office
C022137,Consumer
C013186,Consumer
C023178,Consumer
C014294,Consumer
C024117,Consumer
C016654,Consumer
C018684,Corporate
C002232,Consumer
C014143,Home Office
C015881,Corporate
C009990,Corporate
C014249,Corporate
C006752,Consumer
C005985,Consumer
C002934,Corporate
C002544,Home Office
C012246,Consumer
C024279,Consumer
C005125,Consumer
C020754,Home Office
C018018,Consumer
C024882,Corporate
C001636,Corporate
C024079,Consumer
C011267,Consumer
C017871,Corporate
C006553,Corporate
C018887,Consumer
C004222,Consumer
C023894,Corporate
C017628,Consumer
C022412,Consumer
C005716,Consumer
C007048,Consumer
C009358,Consumer
C023802,Consumer
C020278,Consumer
C003664,Consumer
C008213,Corporate
C011607,Consumer
C023057,Consumer
C019714,Corporate
C004098,Consumer
C020267,Corporate
C021242,Corporate
C020005,Corporate
C005644,Consumer
C011869,Consumer
C015436,Corporate
C015729,Consumer
C020744,Consumer
C024945,Home Office
C022866,Consumer
C009491,Consumer
C015858,Home Office
C010289,Corporate
C017809,Corporate
C001139,Consumer
C005651,Corporate
C008302,Consumer
C007215,Consumer
C021071,Corporate
C014547,Consumer
C004360,Corporate
C019529,Corporate
C016499,Consumer
C017700,Consumer
C019431,Corporate
C018537,Corporate
C012057,Corporate
C019634,Consumer
C020756,Home Office
C019528,Corporate
C005628,Consumer
C014571,Corporate
C000422,Corporate
C003398,Corporate
C012029,Consumer
C011260,Consumer
C018343,Corporate
C014117,Consumer
C005455,Consumer
C000238,Consumer
C002421,Home Office
C011147,Consumer
C013347,Consumer
C014612,Corporate
C022241,Corporate
C023956,Consumer
C009469,Corporate
C013646,Home Office
C013110,Corporate
C018251,Consumer
C004078,Consumer
C024976,Consumer
C012167,Corporate
C021233,Corporate
C012313,Consumer
C018928,Consumer
C021504,Consumer
C012394,Home Office
C000886,Consumer
C013643,Consumer
C004550,Consumer
C018671,Corporate
C010473,Corporate
C011910,Corporate
C016004,Home Office
C021864,Corporate
C000266,Consumer
C006328,Consumer
C000446,Consumer
C022073,Corporate
C020688,Consumer
C021918,Corporate
C002735,Home Office
C011141,Home Office
C002087,Corporate
C017191,Corporate
C009622,Consumer
C000317,Consumer
C005401,Consumer
C014594,Consumer
C009285,Consumer
C011364,Home Office
C018720,Consumer
C002131,Consumer
C012486,Consumer
C003929,Home Office
C008043,Corporate
C020441,Corporate
C017058,Home Office
C005592,Consumer
C011734,Consumer
C000353,Consumer
C000283,Corporate
C020641,Consumer
C014224,Corporate
C006338,Corporate
C008170,Consumer
C007187,Corporate
C007279,Consumer
C001083,Corporate
C020550,Corporate
C023586,Consumer
C024756,Consumer
C001108,Corporate
C000633,Consumer
C008732,Corporate
C011113,Consumer
C011116,Consumer
C023141,Consumer
C000537,Home Office
C004399,Corporate
C012607,Corporate
C023618,Corporate
C020181,Corporate
C023163,Corporate
C013775,Corporate
C017334,Corporate
C010194,Consumer
C015327,Consumer
C022599,Consumer
C001905,Consumer
C023329,Corporate
C001594,Consumer
C013179,Consumer
C001586,Corporate
C002668,Consumer
C004898,Consumer
C021275,Corporate
C002673,Corporate
C019992,Corporate
C022576,Consumer
C009855,Consumer
C013582,Consumer
C006050,Consumer
C001480,Consumer
C008330,Consumer
C002564,Consumer
C006260,Consumer
C000450,Consumer
C020085,Consumer
C010558,Home Office
C003779,Consumer
C009359,Corporate
C024902,Corporate
C017300,Consumer
C014639,Corporate
C021284,Consumer
C004326,Consumer
C008486,Home Office
C000754,Consumer
C004107,Consumer
C015622,Home Office
C010032,Home Office
C022311,Consumer
C015061,Corporate
C006405,Consumer
C020958,Consumer
C014000,Consumer
C013901,Consumer
C001268,Consumer
C012170,Corporate
C018654,Corporate
C015389,Consumer
C004212,Consumer
C017791,Corporate
C016824,Corporate
C010958,Consumer
C023827,Consumer
C015546,Consumer
C012310,Consumer
C021882,Corporate
C022900,Consumer
C006980,Corporate
C016754,Home Office
C011215,Consumer
C010930,Corporate
C020788,Consumer
C002845,Home Office
C015259,Consumer
C014381,Consumer
C015222,Consumer
C004253,Consumer
C023605,Corporate
C023310,Corporate
C022583,Consumer
C011406,Corporate
C014516,Corporate
C022764,Consumer
C019013,Corporate
C021221,Consumer
C012012,Home Office
C006719,Consumer
C005761,Consumer
C009276,Consumer
C014459,Consumer
C001429,Consumer
C014337,Consumer
C012913,Consumer
C008597,Consumer
C004291,Consumer
C003460,Corporate
C008246,Corporate
C014186,Consumer
C018413,Consumer
C007092,Corporate
C024327,Corporate
C009249,Corporate
C002678,Consumer
C017915,Consumer
C017876,Consumer
C017706,Corporate
C007308,Consumer
C001852,Consumer
C017120,Home Office
C023616,Consumer
C007067,Corporate
C007736,Consumer
C015072,Corporate
C020836,Home Office
C011808,Consumer
C009426,Consumer
C016097,Corporate
C022110,Corporate
C004298,Home Office
C021584,Consumer
C015950,Corporate
C018978,Home Office
C023120,Corporate
C002714,Consumer
C015347,Consumer
C016511,Corporate
C024290,Corporate
C009862,Consumer
C001368,Corporate
C021787,Consumer
C024623,Consumer
C010183,Consumer
C002433,Corporate
C011584,Consumer
C023706,Corporate
C017665,Corporate
C018529,Consumer
C003459,Consumer
C023409,Corporate
C021961,Home Office
C005172,Corporate
C014170,Consumer
C010467,Corporate
C004992,Corporate
C006049,Consumer
C023821,Corporate
C024992,Consumer
C010288,Consumer
C010445,Home Office
C020598,Corporate
C008757,Corporate
C018862,Consumer
C013971,Corporate
C017361,Consumer
C022507,Corporate
C008889,Consumer
C017548,Consumer
C005177,Corporate
C021905,Corporate
C006923,Consumer
C015684,Consumer
C012153,Corporate
C013002,Consumer
C023549,Consumer
C021306,Home Office
C007405,Consumer
C016869,Corporate
C021139,Consumer
C012909,Corporate
C016693,Consumer
C009707,Consumer
C012981,Consumer
C012715,Consumer
C019969,Consumer
C021432,Consumer
C005279,Consumer
C018719,Consumer
C009167,Consumer
C009824,Corporate
C015837,Consumer
C001590,Consumer
C008731,Corporate
C009438,Consumer
C018787,Corporate
C020040,Consumer
C002703,Consumer
C008468,Consumer
C000625,Consumer
C001303,Consumer
C012838,Home Office
C013078,Consumer
C022113,Corporate
C009804,Home Office
C017793,Consumer
C022380,Consumer
C005132,Home Office
C010517,Corporate
C022757,Corporate
C013975,Consumer
C011145,Consumer
C003882,Corporate
C012411,Consumer
C007884,Consumer
C021698,Consumer
C009681,Home Office
C008583,Corporate
C006984,Home Office
C022423,Home Office
C009364,Consumer
C003181,Consumer
C006130,Consumer
C023395,Home Office
C003174,Consumer
C013941,Consumer
C011007,Consumer
C002688,Consumer
C008291,Consumer
C009840,Consumer
C003541,Consumer
C024645,Corporate
